pokemon_name,pokedex_num,pkmn,type1,type2
Magmortar,055,Magmortar,Fire,null
Elekid,056,Elekid,Electric,null
Electabuzz,057,Electabuzz,Electric,null
Electivire,058,Electivire,Electric,null
Rattata,059,Rattata,Normal,null
Raticate,060,Raticate,Normal,null
Zubat,061,Zubat,Poison,Flying
Golbat,062,Golbat,Poison,Flying
Crobat,063,Crobat,Poison,Flying
Grimer,064,Grimer,Poison,null
Muk,065,Muk,Poison,null
Woobat,066,Woobat,Psychic,Flying
Swoobat,067,Swoobat,Psychic,Flying
Roggenrola,068,Roggenrola,Rock,null
Boldore,069,Boldore,Rock,null
Gigalith,070,Gigalith,Rock,null
Onix,071,Onix,Rock,Ground
Steelix,072,Steelix,Steel,Ground
Timburr,073,Timburr,Fighting,null
Gurdurr,074,Gurdurr,Fighting,null
Conkeldurr,075,Conkeldurr,Fighting,null
Drilbur,076,Drilbur,Ground,null
Excadrill,077,Excadrill,Ground,Steel
Skitty,078,Skitty,Normal,null
Delcatty,079,Delcatty,Normal,null
Buneary,080,Buneary,Normal,null
Lopunny,081,Lopunny,Normal,null
Cottonee,082,Cottonee,Grass,null
Whimsicott,083,Whimsicott,Grass,null
Petilil,084,Petilil,Grass,null
Lilligant,085,Lilligant,Grass,null
Munna,086,Munna,Psychic,null
Musharna,087,Musharna,Psychic,null
Cleffa,088,Cleffa,Normal,null
Clefairy,089,Clefairy,Normal,null
Clefable,090,Clefable,Normal,null
Eevee,091,Eevee,Normal,null
Vaporeon,092,Vaporeon,Water,null
Jolteon,093,Jolteon,Electric,null
Flareon,094,Flareon,Fire,null
Espeon,095,Espeon,Psychic,null
Umbreon,096,Umbreon,Dark,null
Leafeon,097,Leafeon,Grass,null
Glaceon,098,Glaceon,Ice,null
Sandile,099,Sandile,Ground,Dark
Krokorok,100,Krokorok,Ground,Dark
Krookodile,101,Krookodile,Ground,Dark
Darumaka,102,Darumaka,Fire,null
Darmanitan,103,Darmanitan,Fire,null
Basculin,104,Basculin,Water,null
Trubbish,105,Trubbish,Poison,null
Garbodor,106,Garbodor,Poison,null
Minccino,107,Minccino,Normal,null
Cinccino,108,Cinccino,Normal,null
Rufflet,109,Rufflet,Normal,Flying
Braviary,110,Braviary,Normal,Flying
Vullaby,111,Vullaby,Dark,Flying
Mandibuzz,112,Mandibuzz,Dark,Flying
Sandshrew,113,Sandshrew,Ground,null
Sandslash,114,Sandslash,Ground,null
Dwebble,115,Dwebble,Bug,Rock
Crustle,116,Crustle,Bug,Rock
Scraggy,117,Scraggy,Dark,Fighting
Scrafty,118,Scrafty,Dark,Fighting
Maractus,119,Maractus,Grass,null
Sigilyph,120,Sigilyph,Psychic,Flying
Trapinch,121,Trapinch,Ground,null
Vibrava,122,Vibrava,Ground,Dragon
Flygon,123,Flygon,Ground,Dragon
Yamask,124,Yamask,Ghost,null
Cofagrigus,125,Cofagrigus,Ghost,null
Tirtouga,126,Tirtouga,Water,Rock
Carracosta,127,Carracosta,Water,Rock
Archen,128,Archen,Rock,Flying
Archeops,129,Archeops,Rock,Flying
Klink,130,Klink,Steel,null
Klang,131,Klang,Steel,null
Klinklang,132,Klinklang,Steel,null
Budew,133,Budew,Grass,Poison
Roselia,134,Roselia,Grass,Poison
Roserade,135,Roserade,Grass,Poison
Gothita,136,Gothita,Psychic,null
Gothorita,137,Gothorita,Psychic,null
Gothitelle,138,Gothitelle,Psychic,null
Solosis,139,Solosis,Psychic,null
Duosion,140,Duosion,Psychic,null
Reuniclus,141,Reuniclus,Psychic,null
Combee,142,Combee,Bug,Flying
Vespiquen,143,Vespiquen,Bug,Flying
Emolga,144,Emolga,Electric,Flying
Heracross,145,Heracross,Bug,Fighting
Pinsir,146,Pinsir,Bug,null
Blitzle,147,Blitzle,Electric,null
Zebstrika,148,Zebstrika,Electric,null
Buizel,149,Buizel,Water,null
Floatzel,150,Floatzel,Water,null
Zorua,151,Zorua,Dark,null
Zoroark,152,Zoroark,Dark,null
Ducklett,153,Ducklett,Water,Flying
Swanna,154,Swanna,Water,Flying
Karrablast,155,Karrablast,Bug,null
Escavalier,156,Escavalier,Bug,Steel
Shelmet,157,Shelmet,Bug,null
Accelgor,158,Accelgor,Bug,null
Deerling,159,Deerling,Normal,Grass
Sawsbuck,160,Sawsbuck,Normal,Grass
Foongus,161,Foongus,Grass,Poison
Amoonguss,162,Amoonguss,Grass,Poison
Castform,163,Castform,Normal,null
Nosepass,164,Nosepass,Rock,null
Probopass,165,Probopass,Rock,Steel
Aron,166,Aron,Steel,Rock
Lairon,167,Lairon,Steel,Rock
Aggron,168,Aggron,Steel,Rock
Baltoy,169,Baltoy,Ground,Psychic
Claydol,170,Claydol,Ground,Psychic
Larvesta,171,Larvesta,Bug,Fire
Volcarona,172,Volcarona,Bug,Fire
Joltik,173,Joltik,Bug,Electric
Galvantula,174,Galvantula,Bug,Electric
Ferroseed,175,Ferroseed,Grass,Steel
Ferrothorn,176,Ferrothorn,Grass,Steel
Tynamo,177,Tynamo,Electric,null
Eelektrik,178,Eelektrik,Electric,null
Eelektross,179,Eelektross,Electric,null
Frillish,180,Frillish,Water,Ghost
Jellicent,181,Jellicent,Water,Ghost
Alomomola,182,Alomomola,Water,null
Axew,183,Axew,Dragon,null
Fraxure,184,Fraxure,Dragon,null
Haxorus,185,Haxorus,Dragon,null
Zangoose,186,Zangoose,Normal,null
Seviper,187,Seviper,Poison,null
Elgyem,188,Elgyem,Psychic,null
Beheeyem,189,Beheeyem,Psychic,null
Litwick,190,Litwick,Ghost,Fire
Lampent,191,Lampent,Ghost,Fire
Chandelure,192,Chandelure,Ghost,Fire
Heatmor,193,Heatmor,Fire,null
Durant,194,Durant,Bug,Steel
Cubchoo,195,Cubchoo,Ice,null
Beartic,196,Beartic,Ice,null
Cryogonal,197,Cryogonal,Ice,null
Tornadus,198,Tornadus,Flying,null
Thundurus,199,Thundurus,Electric,Flying
Landorus,200,Landorus,Ground,Flying
Skorupi,201,Skorupi,Poison,Bug
Drapion,202,Drapion,Poison,Dark
Skarmory,203,Skarmory,Steel,Flying
Numel,204,Numel,Fire,Ground
Camerupt,205,Camerupt,Fire,Ground
Spoink,206,Spoink,Psychic,null
Grumpig,207,Grumpig,Psychic,null
Drifloon,208,Drifloon,Ghost,Flying
Drifblim,209,Drifblim,Ghost,Flying
Shuppet,210,Shuppet,Ghost,null
Banette,211,Banette,Ghost,null
Wingull,212,Wingull,Water,Flying
Pelipper,213,Pelipper,Water,Flying
Lunatone,214,Lunatone,Rock,Psychic
Solrock,215,Solrock,Rock,Psychic
Absol,216,Absol,Dark,null
Tangela,217,Tangela,Grass,null
Tangrowth,218,Tangrowth,Grass,null
Mienfoo,219,Mienfoo,Fighting,null
Mienshao,220,Mienshao,Fighting,null
Gligar,221,Gligar,Ground,Flying
Gliscor,222,Gliscor,Ground,Flying
Pawniard,223,Pawniard,Dark,Steel
Bisharp,224,Bisharp,Dark,Steel
Cobalion,225,Cobalion,Steel,Fighting
Terrakion,226,Terrakion,Rock,Fighting
Virizion,227,Virizion,Grass,Fighting
Tympole,228,Tympole,Water,null
Palpitoad,229,Palpitoad,Water,Ground
Seismitoad,230,Seismitoad,Water,Ground
Stunfisk,231,Stunfisk,Ground,Electric
Shuckle,232,Shuckle,Bug,Rock
Mantyke,233,Mantyke,Water,Flying
Mantine,234,Mantine,Water,Flying
Remoraid,235,Remoraid,Water,null
Octillery,236,Octillery,Water,null
Corsola,237,Corsola,Water,Rock
Staryu,238,Staryu,Water,null
Starmie,239,Starmie,Water,Psychic
Wailmer,240,Wailmer,Water,null
Wailord,241,Wailord,Water,null
Lapras,242,Lapras,Water,Ice
Spheal,243,Spheal,Ice,Water
Sealeo,244,Sealeo,Ice,Water
Walrein,245,Walrein,Ice,Water
Swablu,246,Swablu,Normal,Flying
Altaria,247,Altaria,Dragon,Flying
Vulpix,248,Vulpix,Fire,null
Ninetales,249,Ninetales,Fire,null
Bronzor,250,Bronzor,Steel,Psychic
Bronzong,251,Bronzong,Steel,Psychic
Sneasel,252,Sneasel,Dark,Ice
Weavile,253,Weavile,Dark,Ice
Delibird,254,Delibird,Ice,Flying
Vanillite,255,Vanillite,Ice,null
Vanillish,256,Vanillish,Ice,null
Vanilluxe,257,Vanilluxe,Ice,null
Swinub,258,Swinub,Ice,Ground
Piloswine,259,Piloswine,Ice,Ground
Mamoswine,260,Mamoswine,Ice,Ground
Ditto,261,Ditto,Normal,null
Beldum,262,Beldum,Steel,Psychic
Metang,263,Metang,Steel,Psychic
Metagross,264,Metagross,Steel,Psychic
Seel,265,Seel,Water,null
Dewgong,266,Dewgong,Water,Ice
Throh,267,Throh,Fighting,null
Sawk,268,Sawk,Fighting,null
Bouffalant,269,Bouffalant,Normal,null
Druddigon,270,Druddigon,Dragon,null
Golett,271,Golett,Ground,Ghost
Golurk,272,Golurk,Ground,Ghost
Deino,273,Deino,Dark,Dragon
Zweilous,274,Zweilous,Dark,Dragon
Hydreigon,275,Hydreigon,Dark,Dragon
Slakoth,276,Slakoth,Normal,null
Vigoroth,277,Vigoroth,Normal,null
Slaking,278,Slaking,Normal,null
Corphish,279,Corphish,Water,null
Crawdaunt,280,Crawdaunt,Water,Dark
Igglybuff,281,Igglybuff,Normal,null
Jigglypuff,282,Jigglypuff,Normal,null
Wigglytuff,283,Wigglytuff,Normal,null
Lickitung,284,Lickitung,Normal,null
Lickilicky,285,Lickilicky,Normal,null
Yanma,286,Yanma,Bug,Flying
Yanmega,287,Yanmega,Bug,Flying
Tropius,288,Tropius,Grass,Flying
Carnivine,289,Carnivine,Grass,null
Croagunk,290,Croagunk,Poison,Fighting
Toxicroak,291,Toxicroak,Poison,Fighting
Larvitar,292,Larvitar,Rock,Ground
Pupitar,293,Pupitar,Rock,Ground
Tyranitar,294,Tyranitar,Rock,Dark
Reshiram,295,Reshiram,Dragon,Fire
Zekrom,296,Zekrom,Dragon,Electric
Kyurem,297,Kyurem,Dragon,Ice
Keldeo,298,Keldeo,Water,Fighting
Meloetta,299,Meloetta,Normal,Psychic
Genesect,300,Genesect,Bug,Steel
