pokemon_name,pokedex_num,type1,type2
Chimecho,083,Psychic,null
Stunky,084,Poison,Dark
Skuntank,085,Poison,Dark
Meditite,086,Fighting,Psychic
Medicham,087,Fighting,Psychic
Bronzor,088,Steel,Psychic
Bronzong,089,Steel,Psychic
Ponyta,090,Fire,null
Rapidash,091,Fire,null
Bonsly,092,Rock,null
Sudowoodo,093,Rock,null
Mime Jr.,094,Psychic,Fairy
Mr. Mime,095,Psychic,Fairy
Happiny,096,Normal,null
Chansey,097,Normal,null
Blissey,098,Normal,null
Cleffa,099,Fairy,null
Clefairy,100,Fairy,null
Clefable,101,Fairy,null
Chatot,102,Normal,Flying
Pichu,103,Electric,null
Pikachu,104,Electric,null
Raichu,105,Electric,null
Hoothoot,106,Normal,Flying
Noctowl,107,Normal,Flying
Spiritomb,108,Ghost,Dark
Gible,109,Dragon,Ground
Gabite,110,Dragon,Ground
Garchomp,111,Dragon,Ground
Munchlax,112,Normal,null
Snorlax,113,Normal,null
Unown,114,Psychic,null
Riolu,115,Fighting,null
Lucario,116,Fighting,Steel
Wooper,117,Water,Ground
Quagsire,118,Water,Ground
Wingull,119,Water,Flying
Pelipper,120,Water,Flying
Girafarig,121,Normal,Psychic
Hippopotas,122,Ground,null
Hippowdon,123,Ground,null
Azurill,124,Normal,Water
Marill,125,Water,Fairy
Azumarill,126,Water,Fairy
Skorupi,127,Poison,Bug
Drapion,128,Poison,Dark
Croagunk,129,Poison,Fighting
Toxicroak,130,Poison,Fighting
Carnivine,131,Grass,null
Remoraid,132,Water,null
Octillery,133,Water,null
Finneon,134,Water,null
Lumineon,135,Water,null
Tentacool,136,Water,Poison
Tentacruel,137,Water,Poison
Feebas,138,Water,null
Milotic,139,Water,null
Mantyke,140,Water,Flying
Mantine,141,Water,Flying
Snover,142,Grass,Ice
Abomasnow,143,Grass,Ice
Sneasel,144,Dark,Ice
Weavile,145,Dark,Ice
Uxie,146,Psychic,null
Mesprit,147,Psychic,null
Azelf,148,Psychic,null
Dialga,149,Steel,Dragon
Palkia,150,Water,Dragon
Manaphy,151,Water,null
Rotom,152,Electric,Ghost
Gligar,153,Ground,Flying
Gliscor,154,Ground,Flying
Nosepass,155,Rock,Steel
Probopass,156,Rock,Steel
Ralts,157,Psychic,Fairy
Kirlia,158,Psychic,Fairy
Gardevoir,159,Psychic,Fairy
Gallade,160,Fighting,Psychic
Lickitung,161,Ghost,null
Lickilicky,162,Ghost,null
Eevee,163,Normal,null
Vaporeon,164,Water,null
Jolteon,165,Electric,null
Flareon,166,Fire,null
Espeon,167,Psychic,null
Umbreon,168,Dark,null
Leafeon,169,Grass,null
Glaceon,170,Ice,null
Swablu,171,Dragon,Flying
Altaria,172,Dragon,Flying
Togepi,173,Normal,Fairy
Togetic,174,Normal,Fairy
Togekiss,175,Normal,Fairy
Houndour,176,Dark,Fire
Houndoom,177,Dark,Fire
Magnemite,178,Electric,Steel
Magneton,179,Electric,Steel
Magnezone,180,Electric,Steel
Tangela,181,Grass,null
Tangrowth,182,Grass,null
Yanma,183,Bug,Flying
Yanmega,184,Bug,Flying
Tropius,185,Grass,Flying
Rhyhorn,186,Ground,Rock
Rhydon,187,Ground,Rock
Rhyperior,188,Ground,Rock
Duskull,189,Ghost,null
Dusclops,190,Ghost,null
Dusknoir,191,Ghost,null
Porygon,192,Normal,null
Porygon2,193,Normal,null
Porygon-Z,194,Normal,null
Scyther,195,Bug,Flying
Scizor,196,Bug,Steel
Elekid,197,Electric,null
Electabuzz,198,Electric,null
Electivire,199,Electric,null
Magby,200,Fire,null
Magmar,201,Fire,null
Magmortar,202,Fire,null
Swinub,203,Ice,Ground
Piloswine,204,Ice,Ground
Mamoswine,205,Ice,Ground
Snorunt,206,Ice,null
Glalie,207,Ice,null
Froslass,208,Ice,Ghost
Absol,209,Dark,null
Giratina,210,Ghost,Dragon
