pokemon_name,pokedex_num,type1,type2
Talonflame,160,Fire,Flying
Salandit,161,Poison,Fire
Salazzle,162,Poison,Fire
Cubone,163,Ground,null
Marowak,164,Fire,Ghost
Kangaskhan,165,Normal,null
Magby,166,Fire,null
Magmar,167,Fire,null
Magmortar,168,Fire,null
Stufful,169,Normal,Fighting
Bewear,170,Normal,Fighting
Bounsweet,171,Grass,null
Steenee,172,Grass,null
Tsareena,173,Grass,null
Comfey,174,Fairy,null
Pinsir,175,Bug,null
Oranguru,176,Normal,Psychic
Passimian,177,Fighting,null
Goomy,178,Dragon,null
Sliggoo,179,Dragon,null
Goodra,180,Dragon,null
Castform,181,Normal,null
Wimpod,182,Bug,Water
Golisopod,183,Bug,Water
Staryu,184,Water,null
Starmie,185,Water,Psychic
Sandygast,186,Ghost,Ground
Palossand,187,Ghost,Ground
Cranidos,188,Rock,null
Rampardos,189,Rock,null
Shieldon,190,Rock,Steel
Bastiodon,191,Rock,Steel
Archen,192,Rock,Flying
Archeops,193,Rock,Flying
Tirtouga,194,Water,Rock
Carracosta,195,Water,Rock
Phantump,196,Ghost,Grass
Trevenant,197,Ghost,Grass
Nosepass,198,Rock,null
Probopass,199,Rock,Steel
Pyukumuku,200,Water,null
Chinchou,201,Water,Electric
Lanturn,202,Water,Electric
Type: Null,203,Normal,null
Silvally,204,Normal,null
Zygarde,205,Dragon,Ground
Trubbish,206,Poison,null
Garbodor,207,Poison,null
Skarmory,208,Steel,Flying
Ditto,209,Normal,null
Cleffa,210,Fairy,null
Clefairy,211,Fairy,null
Clefable,212,Fairy,null
Minior,213,Rock,Flying
Beldum,214,Steel,Psychic
Metang,215,Steel,Psychic
Metagross,216,Steel,Psychic
Porygon,217,Normal,null
Porygon2,218,Normal,null
Porygon-Z,219,Normal,null
Pancham,220,Fighting,null
Pangoro,221,Fighting,Dark
Komala,222,Normal,null
Torkoal,223,Fire,null
Turtonator,224,Fire,Dragon
Togedemaru,225,Electric,Steel
Elekid,226,Electric,null
Electabuzz,227,Electric,null
Electivire,228,Electric,null
Geodude,229,Rock,Electric
Graveler,230,Rock,Electric
Golem,231,Rock,Electric
Sandile,232,Ground,Dark
Krokorok,233,Ground,Dark
Krookodile,234,Ground,Dark
Trapinch,235,Ground,null
Vibrava,236,Ground,Dragon
Flygon,237,Ground,Dragon
Gible,238,Dragon,Ground
Gabite,239,Dragon,Ground
Garchomp,240,Dragon,Ground
Klefki,241,Steel,Fairy
Mimikyu,242,Ghost,Fairy
Bruxish,243,Water,Psychic
Drampa,244,Normal,Dragon
Absol,245,Dark,null
Snorunt,246,Ice,null
Glalie,247,Ice,null
Froslass,248,Ice,Ghost
Sneasel,249,Dark,Ice
Weavile,250,Dark,Ice
Sandshrew,251,Ice,Steel
Sandslash,252,Ice,Steel
Vulpix,253,Ice,null
Ninetales,254,Ice,Fairy
Vanillite,255,Ice,null
Vanillish,256,Ice,null
Vanilluxe,257,Ice,null
Snubbull,258,Fairy,null
Granbull,259,Fairy,null
Shellos,260,Water,null
Gastrodon,261,Water,Ground
Relicanth,262,Water,Rock
Dhelmise,263,Ghost,Grass
Carvanha,264,Water,Dark
Sharpedo,265,Water,Dark
Wailmer,266,Water,null
Wailord,267,Water,null
Lapras,268,Water,Ice
Exeggcute,269,Grass,Psychic
Exeggutor,270,Grass,Dragon
Jangmo-o,271,Dragon,null
Hakamo-o,272,Dragon,Fighting
Kommo-o,273,Dragon,Fighting
Emolga,274,Electric,Flying
Scyther,275,Bug,Flying
Scizor,276,Bug,Steel
Murkrow,277,Dark,Flying
Honchkrow,278,Dark,Flying
Riolu,279,Fighting,null
Lucario,280,Fighting,Steel
Dratini,281,Dragon,null
Dragonair,282,Dragon,null
Dragonite,283,Dragon,Flying
Aerodactyl,284,Rock,Flying
Tapu Koko,285,Electric,Fairy
Tapu Lele,286,Psychic,Fairy
Tapu Bulu,287,Grass,Fairy
Tapu Fini,288,Water,Fairy
Cosmog,289,Psychic,null
Cosmoem,290,Psychic,null
Solgaleo,291,Psychic,Steel
Lunala,292,Psychic,Ghost
Nihilego,293,Rock,Poison
Buzzwole,294,Bug,Fighting
Pheromosa,295,Bug,Fighting
Xurkitree,296,Electric,null
Celesteela,297,Steel,Flying
Kartana,298,Grass,Steel
Guzzlord,299,Dark,Dragon
Necrozma,300,Psychic,null
Magearna,301,Steel,Fairy
Marshadow,302,Fighting,Ghost
